brand,model,slug,c_rating,capacity_mah,cells,chemistry,connector,dimensions_mm,price_per_wh_usd,price_usd,weight_g,sources,note
Auline,18650 2000mAh 4S,auline-18650-2000mah-4s,30C,2000,4S,Li-ion,XT60,,1.08,30.99,194.6,https://www.racedayquads.com/products/auline-14-8v-4s-18650-2000mah-30c-li-ion-battery-xt60,
Auline,3000mAh 3S,auline-3000mah-3s,10C,3000,3S,Li-ion,XT30,,1.47,47.49,150.0,https://www.racedayquads.com/products/auline-11-1v-3s-3000mah-10c-li-ion-battery-xt30,
Auline,3000mAh 6S,auline-3000mah-6s,10C,3000,6S,Li-ion,XT60,,1.44,92.99,297.0,https://www.racedayquads.com/products/auline-22-2v-6s-3000mah-10c-li-ion-battery-xt60,
Auline,3300mAh 6S,auline-3300mah-6s,45C,3300,6S,LiPo,XT60,,1.02,74.49,430.0,https://www.racedayquads.com/products/auline-22-2v-6s-3300mah-45c-liion-battery-xt60,
Auline,EX 1050mAh 6S,auline-ex-1050mah-6s,120C,1050,6S,LiPo,XT60,,1.87,43.49,193.6,https://www.racedayquads.com/products/auline-ex-22-2v-6s-1050mah-120c-lipo-battery-xt60,
Auline,EX 1550mAh 4S,auline-ex-1550mah-4s,120C,1550,4S,LiPo,XT60,,1.57,35.99,176.6,https://www.racedayquads.com/products/auline-sr-14-8v-4s-1350mah-120c-lipo-battery-xt60-1,
Auline,EX 500mAh 1S,auline-ex-500mah-1s,80C,500,1S,LiHV,PH2.0,,2.21,4.19,13.2,https://www.racedayquads.com/products/auline-ex-3-8v-1s-500mah-80c-lihv-whoop-micro-battery-ph2-0,
Auline,SR 1350mAh 4S,auline-sr-1350mah-4s,120C,1350,4S,LiPo,XT60,,2.38,47.49,154.0,https://www.racedayquads.com/products/auline-sr-14-8v-4s-1350mah-120c-lipo-battery-xt60,
Auline,SR 1350mAh 6S,auline-sr-1350mah-6s,120C,1350,6S,LiHV,XT60,,1.26,38.89,219.0,https://www.racedayquads.com/products/auline-sr-22-2v-6s-1350mah-120c-lipo-battery-xt60,
BetaFPV,450mAh 1S,betafpv-450mah-1s,30C,450,1S,LiHV,BT2.0,,20.75,35.49,12.7,https://www.racedayquads.com/products/betafpv-3-8v-1s-450mah-30c-lihv-whoop-micro-battery-4-pack-bt2-0,
BetaFPV,550mAh 1S,betafpv-550mah-1s,40C,550,1S,LiHV,BT2.0,,15.55,32.49,13.99,https://www.racedayquads.com/products/betafpv-3-8v-1s-550mah-40c-lihv-whoop-micro-battery-4-pack-bt2-0,
BetaFPV,Aquila16 Exclusive 1100mAh 1S,betafpv-aquila16-exclusive-1100mah-1s,15C,1100,1S,LiHV,BT2.0,62.8x41.3x17.8mm,5.26,21.99,25.5,https://www.racedayquads.com/products/betafpv-3-8v-1s-1100mah-15c-lihv-aquila16-exclusive-battery-2-pack-bt2-0,
BetaFPV,Aquila16 Exclusive 650mAh 1S,betafpv-aquila16-exclusive-650mah-1s,15C,650,1S,LiHV,BT2.0,62.8x41.3x17.8mm,5.66,13.99,22.0,https://www.racedayquads.com/products/draft-betafpv-aquila16-exclusive-battery-2pcs-650mah,
BetaFPV,LAVA II Pack 480mAh 1S,betafpv-lava-ii-pack-480mah-1s,95C,480,1S,LiHV,BT2.0,61 x 15.5 x 6 mm,14.8,26.99,12.6,https://www.racedayquads.com/products/betafpv-lava-ii-480mah-1s-95c-lihv-battery-pack-4-pcs-bt2-0,
BetaFPV,LAVA II Pack 580mAh 1S,betafpv-lava-ii-pack-580mah-1s,95C,580,1S,LiHV,BT2.0,70 x 15 x 6.5 mm,13.15,28.99,14.1,https://www.racedayquads.com/products/betafpv-lava-ii-580mah-1s-95c-lihv-battery-pack-4-pcs-bt2-0,
BetaFPV,LAVA II Pack 680mAh 1S,betafpv-lava-ii-pack-680mah-1s,95C,680,1S,LiHV,BT2.0,80 x 15 x 6.5 mm,12.38,31.99,16.2,https://www.racedayquads.com/products/betafpv-lava-ii-680mah-1s-95c-lihv-battery-pack-4-pcs-bt2-0,
CNHL,5200mAh 3S,cnhl-5200mah-3s,90C,5200,3S,LiPo,EC5,,0.85,48.99,395.0,https://www.racedayquads.com/products/cnhl-5200mah-3s-90c-11-1v-lipo-battery-ec5,
CNHL,5200mAh 4S,cnhl-5200mah-4s,90C,5200,4S,LiPo,EC5,,0.95,72.99,530.0,https://www.racedayquads.com/products/cnhl-5200mah-4s-90c-14-8v-lipo-battery-ec5,
CNHL,5200mAh 6S,cnhl-5200mah-6s,90C,5200,6S,LiPo,EC5,,0.94,107.99,790.0,https://www.racedayquads.com/products/cnhl-5200mah-6s-90c-22-2v-lipo-battery-ec5,
CNHL,6200mAh 6S,cnhl-6200mah-6s,90C,6200,6S,LiPo,EC5,,0.89,122.99,949.0,https://www.racedayquads.com/products/cnhl-6200mah-6s-90c-22-2v-lipo-battery-ec5,
CNHL,9500mAh 4S,cnhl-9500mah-4s,90C,9500,4S,LiPo,EC5,,1.02,143.49,775.0,https://www.racedayquads.com/products/cnhl-9500mah-4s-90c-14-8v-lipo-battery-ec5,
CNHL,Black Series 1100mAh 4S,cnhl-black-series-1100mah-4s,100C,1100,4S,LiPo,XT60,30x34x76mm,2.24,36.49,146.0,https://www.racedayquads.com/products/cnhl-black-series-14-8v-4s-1100mah-100c-lipo-battery-xt60,
CNHL,Black Series 1300mAh 6S,cnhl-black-series-1300-6s,100C,1300,6S (22.2V),LiPo,XT60,70x36x45,,,207,,SEED DATA — verify against manufacturer page before launch
CNHL,Black Series 2000mAh 4S,cnhl-black-series-2000mah-4s,100C,2000,4S,LiPo,XT60,48x39x78mm,1.37,40.49,232.0,https://www.racedayquads.com/products/cnhl-black-series-14-8v-4s-2000mah-100c-lipo-battery-xt60,
CNHL,Black Series 2000mAh 6S,cnhl-black-series-2000mah-6s,100C,2000,6S,LiPo,XT60,71x39x78mm,1.28,56.99,339.0,https://www.racedayquads.com/products/cnhl-black-series-22-2v-6s-2000mah-100c-lipo-battery-xt60,
CNHL,Black Series V2.0 1300mAh 4S,cnhl-black-series-v2-0-1300mah-4s,130C,1300,4S,LiPo,XT60,31x33x74mm,1.27,24.49,151.0,https://www.racedayquads.com/products/cnhl-black-series-v2-0-14-8v-4s-1300mah-130c-lipo-battery-xt60,
CNHL,Black Series V2.0 1300mAh 6S,cnhl-black-series-v2-0-1300mah-6s,130C,1300,6S,LiPo,XT60,48 x 33 x 77mm,1.26,36.49,223.0,https://www.racedayquads.com/products/cnhl-black-series-v2-0-1300mah-22-2v-130c-6s-lipo-battery-xt60,
CNHL,Black Series V2.0 1500mAh 4S,cnhl-black-series-v2-0-1500mah-4s,130C,1500,4S,LiPo,XT60,36x33x76mm,1.42,31.49,174.0,https://www.racedayquads.com/products/cnhl-black-series-v2-0-14-8v-4s-1500mah-100c-lipo-battery-xt60,
CNHL,Black Series V2.0 1500mAh 6S,cnhl-black-series-v2-0-1500mah-6s,130C,1500,6S,LiPo,XT60,52 x 33 x 75mm,1.31,43.49,251.0,https://www.racedayquads.com/products/cnhl-black-series-v2-0-1500mah-22-2v-6s-130c-lipo-battery-xt60,
CNHL,Black Series V2 1100mAh 6S,cnhl-black-series-v2-1100mah-6s,130C,1100,6S,LiPo,XT60,39.5x35x75mm,1.35,32.99,211.0,https://www.racedayquads.com/products/cnhl-black-series-22-2v-6s-1100mah-100c-lipo-battery-xt60,
CNHL,MiniStar 1500mAh 4S,cnhl-ministar-1500mah-4s,120C,1500,4S,LiPo,XT60,,1.64,36.49,189.0,https://www.racedayquads.com/products/cnhl-1500mah-120c-4s-ministar-li-po-battery,
CNHL,MiniStar 1800mAh 4S,cnhl-ministar-1800mah-4s,120C,1800,4S,LiPo,XT60,38.5x34x86mm,1.37,36.49,209.0,https://www.racedayquads.com/products/cnhl-ministar-14-8v-4s-1800mah-120c-lipo-battery-xt60,
CNHL,MiniStar 450mAh 1S,cnhl-ministar-450mah-1s,70C,450,1S,LiHV,PH2.0,7.3X18.1X59.3mm,7.01,11.99,49.0,https://pyrodrone.com/products/4-packs-cnhl-ministar-hv-450mah-3-8v-1s-70c-lipo-battery-with-ph2-0|https://www.racedayquads.com/products/cnhl-ministar-3-7v-1s-450mah-70c-lihv-micro-battery-4-pack-ph2-0,
CNHL,MiniStar 450mAh 2S,cnhl-ministar-450mah-2s,70C,450,2S,LiPo,XT30,,7.35,24.49,32.0,https://www.racedayquads.com/products/cnhl-ministar-7-6v-2s-450mah-70c-lipo-micro-battery-xt30,
CNHL,MiniStar 450mAh 3S,cnhl-ministar-450mah-3s,70C,450,3S,LiPo,XT30,,3.8,18.99,49.0,https://www.racedayquads.com/products/cnhl-450mah-3s-70c-11-1v-li-po-fpv-battery-for-2-and-3-quads-xt30,
CNHL,MiniStar 450mAh 4S,cnhl-ministar-450mah-4s,70C,450,4S,LiPo,XT30,30X18X65mm,0.54,3.6,62.0,https://pyrodrone.com/products/cnhl-ministar-14-8v-4s-450mah-70c-lipo-micro-battery-xt30|https://www.racedayquads.com/products/cnhl-450mah-4s-70c-ministar-14-8v-li-po-fpv-battery-for-2-and-3-quads-xt30,
CNHL,MiniStar 650mAh 4S,cnhl-ministar-650mah-4s,70C,650,4S,LiPo,XT30,27X30X58mm,1.97,18.99,87.0,https://www.racedayquads.com/products/cnhl-650mah-4s-70c-ministar-fpv-lipo-for-2-3-quads-xt30,
CNHL,MiniStar 850mAh 4S,cnhl-ministar-850mah-4s,70C,850,4S,LiPo,XT30,33X30X62mm,5.05,63.49,110.0,https://pyrodrone.com/products/cnhl-850mah-4s-70c-ministar-14-8v-li-po-fpv-battery-xt60|https://www.racedayquads.com/products/3-pack-of-cnhl-ministar-14-8v-4s-850mah-70c-lipo-micro-battery-xt30,
CNHL,Speedy Pizza Series Pro 1500mAh 6S,cnhl-speedy-pizza-series-pro-1500mah-6s,150C,1500,6S,LiPo,XT60,47X35X76MM,1.62,53.99,247.0,https://pyrodrone.com/products/cnhl-black-series-1500mah-22-2v-6s-130c-lipo-battery-xt60-1|https://www.racedayquads.com/products/cnhl-speedy-pizza-series-pro-1500mah-22-2v-6s-150c-lipo-battery-xt60,
CNHL,SpeedyPizza 1200mAh 4S,cnhl-speedypizza-1200mah-4s,100C,1200,4S,LiPo,XT60,31x34x74mm,3.52,62.49,153.0,https://www.racedayquads.com/products/3-pack-cnhl-speedypizza-14-8v-4s-1200mah-100c-lipo-battery-xt60,
CNHL,SpeedyPizza 1200mAh 6S,cnhl-speedypizza-1200mah-6s,100C,1200,6S,LiPo,XT60,48x35x75mm,3.04,80.99,210.0,https://www.racedayquads.com/products/3-pack-of-cnhl-speedypizza-22-2v-6s-1200mah-100c-lipo-battery-xt60,
CNHL,SpeedyPizza 1550mAh 4S,cnhl-speedypizza-1550mah-4s,100C,1550,4S,LiPo,XT60,35x40x77mm,1.18,26.99,189.0,https://www.racedayquads.com/products/cnhl-speedy-pizza-14-8v-4s-1550mah-100c-lipo-battery-xt60,
CNHL,SpeedyPizza 600mAh 3S,cnhl-speedypizza-600mah-3s,120C,600,3S,LiPo,XT30,24x12x70mm,2.25,14.99,53.0,https://www.racedayquads.com/products/cnhl-speedypizza-11-1v-3s-600ah-120c-lipo-battery-xt30,
CNHL,SpeedyPizza 600mAh 4S,cnhl-speedypizza-600mah-4s,120C,600,4S,LiPo,XT30,31.5x17x70mm,2.03,17.99,67.0,https://www.racedayquads.com/products/cnhl-speedypizza-14-8v-4s-600mah-120c-lipo-battery-xt30,
CNHL,Ultra Black Series 1050mAh 6S,cnhl-ultra-black-series-1050mah-6s,150C,1050,6S,LiPo,XT60,31x38x76mm,2.32,53.99,180.0,https://www.racedayquads.com/products/cnhl-ultra-black-series-22-2v-6s-1050mah-150c-lipo-battery-xt60,
CNHL,Ultra Black Series 1400mAh 6S,cnhl-ultra-black-series-1400mah-6s,150C,1400,6S,LiPo,XT60,39.5 x 39 x 78mm,1.96,60.99,239.0,https://www.racedayquads.com/products/cnhl-ultra-black-series-22-2v-6s-1400mah-150c-lipo-battery-xt60,
CNHL,Ultra Black Series 1550mAh 4S,cnhl-ultra-black-series-1550mah-4s,150C,1550,4S,LiPo,XT60,31x39x78mm,1.72,39.49,171.0,https://www.racedayquads.com/products/cnhl-ultra-black-series-14-8v-4s-1550mah-150c-lipo-battery-xt60,
CNHL,Ultra Black Series 1550mAh 6S,cnhl-ultra-black-series-1550mah-6s,150C,1550,6S,LiPo,XT60,46x40x80mm,1.82,62.49,256.0,https://www.racedayquads.com/products/cnhl-ultra-black-series-22-2v-6s-1550mah-150c-lipo-battery-xt60,
Dogcom,1300mAh 4S,dogcom-1300mah-4s,150C,1300,4S,LiPo,XT60,,1.45,27.99,157.0,https://www.racedayquads.com/products/dogcom-14-8v-4s-1300mah-150c-lipo-xt60,
Dogcom,1300mAh 6S,dogcom-1300mah-6s,150C,1300,6S,LiPo,XT60,,1.59,45.99,216.0,https://www.racedayquads.com/products/dogcom-1300mah-6s-150c-lipo-xt60,
Dogcom,1380mAh 6S,dogcom-1380mah-6s,150C,1380,6S,LiPo,XT60,,1.31,39.99,223.0,https://www.racedayquads.com/products/dogcom-1380mah-6s-22-2v-150c-lipo-battery-xt60,
Dogcom,1550mAh 6S,dogcom-1550mah-6s,150C,1550,6S,LiPo,XT60,,1.7,58.49,260.0,https://www.racedayquads.com/products/dogcom-22-2v-6s-1550mah-150c-lipo-battery-xt60,
Dogcom,1600mAh 6S,dogcom-1600mah-6s,180C,1600,6S,LiPo,XT60,,1.55,54.99,241.0,https://www.racedayquads.com/products/dogcom-1600mah-6s-22-2v-180c-lipo-battery-xt60,
Dogcom,1850mAh 4S,dogcom-1850mah-4s,150C,1850,4S,LiPo,XT60,,1.79,48.99,199.0,https://www.racedayquads.com/products/dogcom-gnb-14-8v-4s-1850mah-150c-lipo-battery-xt60,
Dogcom,1850mAh 6S,dogcom-1850mah-6s,150C,1850,6S,LiPo,XT60,,1.68,68.99,292.0,https://www.racedayquads.com/products/dogcom-gnb-22-2v-6s-1850mah-150c-lipo-battery-xt60,
Dogcom,560mAh 3S,dogcom-560mah-3s,150C,560,3S,LiPo,XT30,,2.73,16.99,46.0,https://www.racedayquads.com/products/dogcom-11-1v-3s-560mah-150c-lipo-xt30,
Dogcom,560mAh 4S,dogcom-560mah-4s,150C,560,4S,LiPo,XT30,,2.65,21.99,58.0,https://www.racedayquads.com/products/dogcom-14-8v-4s-560mah-150c-lipo-xt30,
Dogcom,850mAh 4S,dogcom-850mah-4s,150C,850,4S,LiPo,XT30,58 x 30 x 34mm,2.15,26.99,100.0,https://www.racedayquads.com/products/dogcom-14-8v-4s-850mah-150c-lipo-battery-xt30,
Dogcom,MCK EDITION V2.0 1380mAh 6S,dogcom-mck-edition-v2-0-1380mah-6s,160C,1380,6S,LiPo,XT60,,5.12,156.99,229.0,https://www.racedayquads.com/products/3-pack-of-dogcom-mck-edition-v2-0-22-2v-6s-1380mah-160c-lipo-battery-xt60-1,
Dogcom,SBang 1480mAh 6S,dogcom-sbang-1480mah-6s,150C,1480,6S,LiPo,XT60,78x38x41mm,1.73,56.99,239.0,https://www.racedayquads.com/products/dogcom-sbang-22-2v-6s-1480mah-150c-lipo-battery-xt60,
Dogcom,SBang V2 1480mAh 6S,dogcom-sbang-v2-1480mah-6s,160C,1480,6S,LiPo,XT60,37.5 x 39 x 81mm,1.86,60.99,244.0,https://www.racedayquads.com/products/dogcom-sbang-v2-22-2v-6s-1480mah-160c-lipo-battery-xt60,
Dogcom,Ultra Series 1480mAh 6S,dogcom-ultra-series-1480mah-6s,150C,1480,6S,LiPo,XT60,,1.52,49.99,216.0,https://www.racedayquads.com/products/dogcom-ultra-series-1480mah-6s-22-2v-150c-lipo-battery-xt60,
Dogcom,Ultra Series 1550mAh 6S,dogcom-ultra-series-1550mah-6s,150C,1550,6S,LiPo,XT60,,1.45,49.99,239.0,https://www.racedayquads.com/products/dogcom-ultra-series-1550mah-6s-22-2v-150c-lipo-battery-xt60,
Dogcom,Ultra Series 1700mAh 6S,dogcom-ultra-series-1700mah-6s,150C,1700,6S,LiPo,XT60,,1.4,52.99,253.0,https://www.racedayquads.com/products/dogcom-ultra-series-1700mah-6s-22-2v-150c-lipo-battery-xt60,
Five33,"""Budget"" 1380mAh 6S",five33-budget-1380mah-6s,150C,1380,6S,LiPo,XT60 (standard),,1.08,32.99,223.0,https://www.racedayquads.com/products/budget-1380mah-6s-150c-lipo-battery,
Flywoo,18650 3000mAh 4S,flywoo-18650-3000mah-4s,10C,3000,4S,Li-ion,XT30,68x37x37mm,1.45,62.49,197.7,https://www.racedayquads.com/products/flywoo-14-8v-4s-18650-3000mah-10c-li-ion-battery-for-explorer-lr-xt30,
Flywoo,Explorer 450mAh 1S,flywoo-explorer-450mah-1s,80C,450,1S,LiHV,GNB27,,15.78,26.99,13.2,https://www.racedayquads.com/products/flywoo-explorer-4-35v-1s-450mah-80c-lihv-battery-4-pack-gnb27,
Flywoo,Explorer V2 450mAh 1S,flywoo-explorer-v2-450mah-1s,80C,450,1S,LiHV,A30,,19.0,32.49,13.2,https://www.racedayquads.com/products/flywoo-explorer-3-8v-1s-450mah-80c-lihv-battery-4-pack-gnb27,
Flywoo,Explorer V2 750mAh 1S,flywoo-explorer-v2-750mah-1s,80C,750,1S,LiHV,A30,,12.8,36.49,14.0,https://www.racedayquads.com/products/flywoo-explorer-v2-3-8v-1s-750mah-80c-lihv-battery-4-pack-a30,
GNB,Gaoneng 1100mAh 4S,gnb-gaoneng-1100mah-4s,120C,1100,4S,LiHV,XT60,25x35x76mm,1.61,26.99,122.0,https://www.racedayquads.com/products/gaoneng-gnb-15-2v-4s-1100mah-120c-lihv-battery-xt60,
GNB,Gaoneng 1100mAh 6S,gnb-gaoneng-1100mah-6s,60C,1100,6S,LiHV,XT30,49x25x64mm,1.55,38.99,130.0,https://www.racedayquads.com/products/gaoneng-gnb-22-8v-6s-1100mah-60c-lipo-battery-xt30,
GNB,Gaoneng 1100mAh 8S,gnb-gaoneng-1100mah-8s,120C,1100,8S,LiPo,XT60,,1.46,47.49,255.0,https://www.racedayquads.com/products/gaoneng-29-6v-8s-1100mah-120c-lipo-battery-xt60,
GNB,Gaoneng 1300mAh 4S,gnb-gaoneng-1300mah-4s,120C,1300,4S,LiHV,XT60,23.5x38x80mm,1.77,34.99,129.0,https://www.racedayquads.com/products/gaoneng-gnb-15-2v-4s-1300mah-120c-lihv-battery-xt60,
GNB,Gaoneng 1300mAh 6S,gnb-gaoneng-1300mah-6s,120C,1300,6S,LiHV,XT60,34x38x80mm,1.55,45.99,189.0,https://www.racedayquads.com/products/gaoneng-gnb-22-8v-6s-1300mah-120c-lihv-battery-xt60,
GNB,Gaoneng 1350mAh 6S,gnb-gaoneng-1350mah-6s,100C,1350,6S,LiPo,XT60,,1.27,37.99,211.0,https://www.racedayquads.com/products/gaoneng-22-2v-6s-1350mah-100c-lihv-battery-xt60,
GNB,Gaoneng 1400mAh 6S,gnb-gaoneng-1400mah-6s,160C,1400,6S,LiPo,XT60,,1.45,44.99,269.0,https://www.racedayquads.com/products/gaoneng-gnb-22-2v-6s-1400mah-160c-lipo-battery-xt60,
GNB,Gaoneng 1500mAh 4S,gnb-gaoneng-1500mah-4s,120C,1500,4S,LiHV,XT60,26x38x79mm,1.47,33.49,146.0,https://www.racedayquads.com/products/gaoneng-gnb-15-2v-4s-1500mah-120c-lihv-battery-xt60,
GNB,Gaoneng 1500mAh 6S,gnb-gaoneng-1500mah-6s,120C,1500,6S,LiHV,XT60,38x38x79mm,1.43,48.99,218.0,https://www.racedayquads.com/products/gaoneng-gnb-22-8v-6s-1500mah-120c-lihv-battery-xt60,
GNB,Gaoneng 1530mAh 4S,gnb-gaoneng-1530mah-4s,160C,1530,4S,LiPo,XT60,31x38x80mm,1.5,33.99,177.0,https://www.racedayquads.com/products/gaoneng-gnb-14-8v-4s-1530mah-160c-lipo-battery-xt60,
GNB,Gaoneng 1530mAh 6S,gnb-gaoneng-1530mah-6s,160C,1530,6S,LiPo,XT60,45x38x80mm,1.32,44.99,253.0,https://www.racedayquads.com/products/gaoneng-gnb-22-2v-6s-1530mah-160c-lipo-battery-xt60,
GNB,Gaoneng 1530mAh 8S,gnb-gaoneng-1530mah-8s,160C,1530,8S,LiHV,XT60,59x38x80mm,1.28,59.49,330.0,https://www.racedayquads.com/products/gaoneng-gnb-29-6v-8s-1530mah-160c-lipo-battery-xt60,
GNB,Gaoneng 1550mAh 4S,gnb-gaoneng-1550mah-4s,120C,1550,4S,LiHV,XT60,36x35x76mm,1.09,25.79,182.0,https://www.racedayquads.com/products/gaoneng-gnb-14-8v-4s-1550mah-120c-lipo-battery-xt60,
GNB,Gaoneng 1550mAh 6S,gnb-gaoneng-1550mah-6s,120C,1550,6S,LiHV,XT60,53x35x76mm,1.46,51.49,259.0,https://www.racedayquads.com/products/gaoneng-gnb-22-2v-6s-1550mah-120c-lipo-battery-xt60,
GNB,Gaoneng 1850mAh 4S,gnb-gaoneng-1850mah-4s,120C,1850,4S,LiHV,XT60,32x39x80mm,1.37,38.49,180.0,https://www.racedayquads.com/products/gaoneng-gnb-15-2v-4s-1850mah-120c-lihv-battery-xt60,
GNB,Gaoneng 1850mAh 6S,gnb-gaoneng-1850mah-6s,120C,1850,6S,LiHV,XT60,47x39x81mm,1.35,56.99,257.0,https://www.racedayquads.com/products/gaoneng-gnb-22-8v-6s-1850mah-120c-lihv-battery-xt60,
GNB,Gaoneng 300mAh 2S,gnb-gaoneng-300mah-2s,80C,300,2S,LiHV,XT30,12x17x52mm,3.5,7.99,19.0,https://www.racedayquads.com/products/gaoneng-gnb-3-8v-2s-300mah-80c-lihv-whoop-micro-battery-w-cabled-connector-xt30,
GNB,Gaoneng 300mAh 3S,gnb-gaoneng-300mah-3s,80C,300,3S,LiHV,XT30,18x17x53mm,2.92,9.99,28.0,https://www.racedayquads.com/products/1x-gaoneng-gnb-11-4v-3s-300mah-80c-lihv-micro-battery-xt30,
GNB,Gaoneng 300mAh 4S,gnb-gaoneng-300mah-4s,80C,300,4S,LiHV,XT30,24x17x53mm,2.96,13.49,36.0,https://www.racedayquads.com/products/gaoneng-gnb-15-2v-4s-300mah-80c-lihv-micro-battery-xt30,
GNB,Gaoneng 380mAh 1S,gnb-gaoneng-380mah-1s,90C,380,1S,LiHV,A30,6.7x17x49mm,4.49,6.49,10.0,https://www.racedayquads.com/products/gaoneng-gnb-3-8v-1s-380mah-90c-lihv-whoop-micro-battery-w-plastic-head-a30,
GNB,Gaoneng 380mAh 2S,gnb-gaoneng-380mah-2s,90C,380,2S,LiHV,XT30,13x17x52mm,3.29,9.49,22.0,https://www.racedayquads.com/products/gaoneng-gnb-7-6v-2s-380mah-90c-lihv-micro-battery-xt30,
GNB,Gaoneng 380mAh 3S,gnb-gaoneng-380mah-3s,90C,380,3S,LiHV,XT30,20x17x55mm,2.88,12.49,32.0,https://www.racedayquads.com/products/gaoneng-gnb-11-4v-3s-380mah-90c-lihv-micro-battery-xt30,
GNB,Gaoneng 380mAh 4S,gnb-gaoneng-380mah-4s,90C,380,4S,LiHV,XT30,27x17x54mm,2.85,16.49,43.0,https://www.racedayquads.com/products/gaoneng-gnb-15-2v-4s-380mah-90c-lihv-micro-battery-xt30,
GNB,Gaoneng 450mAh 1S,gnb-gaoneng-450mah-1s,80C,450,1S,LiHV,PH2.0,6.5x17x60mm,2.63,4.49,12.0,https://www.racedayquads.com/products/gaoneng-gnb-3-7v-1s-450mah-80c-lihv-whoop-micro-battery-w-plastic-head-ph2-0,
GNB,Gaoneng 450mAh 2S,gnb-gaoneng-450mah-2s,80C,450,2S,LiHV,XT30,13x17x64mm,3.21,10.99,27.0,https://www.racedayquads.com/products/gaoneng-gnb-7-6v-2s-450mah-80c-lihv-micro-battery-long-type-xt30,
GNB,Gaoneng 450mAh 3S,gnb-gaoneng-450mah-3s,80C,450,3S,LiHV,XT30,19x17.5x64mm,2.63,13.49,40.0,https://www.racedayquads.com/products/gaoneng-gnb-11-1v-3s-450mah-80c-lihv-micro-battery-long-type-xt30,
GNB,Gaoneng 450mAh 4S,gnb-gaoneng-450mah-4s,80C,450,4S,LiPo,XT30,25x17x65mm,2.48,16.49,51.0,https://www.racedayquads.com/products/gaoneng-gnb-14-8v-4s-450mah-80c-lipo-micro-battery-long-type-xt30,
GNB,Gaoneng 450mAh 6S,gnb-gaoneng-450mah-6s,80C,450,6S,LiPo,XT30,39x17x66mm,2.5,24.99,77.0,https://www.racedayquads.com/products/gaoneng-gnb-22-2v-6s-450mah-80c-lipo-micro-battery-long-type-xt30,
GNB,Gaoneng 530mAh 1S,gnb-gaoneng-530mah-1s,90C,530,1S,LiHV,A30,6.5x17.5x59mm,3.47,6.99,12.0,https://www.racedayquads.com/products/gaoneng-gnb-3-8v-1s-530mah-90c-lihv-whoop-micro-battery-a30,
GNB,Gaoneng 530mAh 2S,gnb-gaoneng-530mah-2s,90C,530,2S,LiHV,XT30,13x17x64mm,2.73,10.99,26.0,https://www.racedayquads.com/products/gaoneng-gnb-7-6v-2s-530mah-90c-lihv-micro-battery-long-type-xt30,
GNB,Gaoneng 550mAh 1S,gnb-gaoneng-550mah-1s,100C,550,1S,LiHV,A30,6x18x65mm,3.58,7.49,13.5,https://www.racedayquads.com/products/gaoneng-gnb-3-8v-1s-550mah-100c-lihv-whoop-micro-battery-w-plastic-head-a30,
GNB,Gaoneng 550mAh 3S,gnb-gaoneng-550mah-3s,100C,550,3S,LiHV,XT30,18x18x70mm,2.39,14.99,43.0,https://www.racedayquads.com/products/gaoneng-gnb-11-4v-3s-550mah-100c-lihv-micro-battery-long-type-xt30,
GNB,Gaoneng 550mAh 4S,gnb-gaoneng-550mah-4s,100C,550,4S,LiHV,XT30,24x18x71mm,2.33,19.49,56.0,https://www.racedayquads.com/products/gaoneng-gnb-15-2v-4s-550mah-100c-lipo-micro-battery-long-type-xt30,
GNB,Gaoneng 5C 5000mAh 2S,gnb-gaoneng-5c-5000mah-2s,10C,5000,2S,LiPo,XT60,20x53x81mm,0.73,26.99,178.0,https://www.racedayquads.com/products/gaoneng-7-4v-2s-5000mah-5c-lipo-battery-w-xt60,
GNB,Gaoneng 650mAh 2S,gnb-gaoneng-650mah-2s,120C,650,2S,LiHV,XT30,11x30x61mm,2.53,12.49,36.0,https://www.racedayquads.com/products/gaoneng-gnb-7-6v-2s-930mah-120c-lihv-micro-battery-xt30,
GNB,Gaoneng 650mAh 3S,gnb-gaoneng-650mah-3s,120C,650,3S,LiHV,XT30,16x30x63mm,2.23,16.49,53.0,https://www.racedayquads.com/products/gaoneng-gnb-11-4v-3s-930mah-120c-lihv-micro-battery-xt30,
GNB,Gaoneng 650mAh 4S,gnb-gaoneng-650mah-4s,120C,650,4S,LiHV,XT30,21x30x63mm,2.12,20.99,70.0,https://www.racedayquads.com/products/gaoneng-gnb-15-2v-4s-650mah-120c-lihv-micro-battery-xt30,
GNB,Gaoneng 660mAh 1S,gnb-gaoneng-660mah-1s,90C,660,1S,LiHV,A30,8x17.5x60mm,2.99,7.49,15.5,https://www.racedayquads.com/products/gaoneng-gnb-3-8v-1s-660mah-90c-lihv-whoop-micro-battery-w-plastic-head-a30,
GNB,Gaoneng 660mAh 2S,gnb-gaoneng-660mah-2s,90C,660,2S,LiHV,XT60,,2.49,12.49,34.0,https://www.racedayquads.com/products/gaoneng-gnb-7-6v-2s-660mah-90c-lihv-micro-battery-long-type-xt30,
GNB,Gaoneng 660mAh 3S,gnb-gaoneng-660mah-3s,90C,660,3S,LiHV,XT30,23.5x18x65mm,2.39,17.99,49.0,https://www.racedayquads.com/products/gaoneng-gnb-11-4v-3s-660mah-90c-lihv-micro-battery-long-type-xt30,
